Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Tests\DasBlog.Test.Integration\DasBlog.Test.Integration.csproj,File,DasBlog.Tests\DasBlog.Test.Integration\PlaywrightServerFactory.cs,24,11,T:System.Uri,,,,,"ClientOptions.BaseAddress = new Uri(""https://127.0.0.1"");"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,DasBlog.Tests\UnitTests\DasBlog.Tests.UnitTests.csproj,File,DasBlog.Tests\UnitTests\DasBlog.Tests.UnitTests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DasBlog.Tests\UnitTests\DasBlog.Tests.UnitTests.csproj,File,DasBlog.Tests\UnitTests\Services\IdentityOptionsConfigurationTests.cs,16,3,M:System.TimeSpan.FromMinutes(System.Double),,,,,"var expected = new IdentityOptions  			{  				Password =  				{  					RequireDigit = true,  					RequiredLength = 8,  					RequireNonAlphanumeric = false,  					RequireUppercase = true,  					RequireLowercase = false,  					RequiredUniqueChars = 6  				},  				Lockout =  				{  					DefaultLockoutTimeSpan = TimeSpan.FromMinutes(30),  					MaxFailedAccessAttempts = 10,  					AllowedForNewUsers = true  				},  				User =  				{  					RequireUniqueEmail = true  				}  			};"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlog.Web.csproj,,,Microsoft.AspNetCore.Identity.EntityFrameworkCore 8.0.10,,,,,"Microsoft.AspNetCore.Identity.EntityFrameworkCore, 8.0.10  Recommendation:  Remove Microsoft.AspNetCore.Identity.EntityFrameworkCore, and replace with new package Microsoft.AspNetCore.Identity.EntityFrameworkCore 10.0.3"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlog.Web.csproj,,,Microsoft.AspNetCore.Mvc.Razor.Extensions 6.0.36,,,,,"Microsoft.AspNetCore.Mvc.Razor.Extensions, 6.0.36  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlog.Web.csproj,,,Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation 8.0.10,,,,,"Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation, 8.0.10  Recommendation:  Remove Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation, and replace with new package Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation 10.0.3"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlog.Web.csproj,,,Microsoft.VisualStudio.Azure.Containers.Tools.Targets 1.21.0,,,,,"Microsoft.VisualStudio.Azure.Containers.Tools.Targets, 1.21.0  Recommendation:  No supported version found"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlog.Web.csproj,,,Microsoft.VisualStudio.Web.CodeGeneration.Design 8.0.6,,,,,"Microsoft.VisualStudio.Web.CodeGeneration.Design, 8.0.6  Recommendation:  Remove Microsoft.VisualStudio.Web.CodeGeneration.Design, and replace with new package Microsoft.VisualStudio.Web.CodeGeneration.Design 10.0.2"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlog.Web.csproj,,,Microsoft.ApplicationInsights.AspNetCore 2.22.0,,,,,"Microsoft.ApplicationInsights.AspNetCore, 2.22.0  Recommendation:  This version is deprecated. Please use the most recent version. Remove Microsoft.ApplicationInsights.AspNetCore, and replace with new package Microsoft.ApplicationInsights.AspNetCore, 3.0.0"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlog.Web.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Identity\ApplicationDbContext.cs,4,37,M:Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityDbContext.#ctor,,,,,IdentityDbContext
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Identity\ApplicationDbContext.cs,4,37,T:Microsoft.AspNetCore.Identity.EntityFrameworkCore.IdentityDbContext,,,,,IdentityDbContext
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Settings\DasBlogSettings.cs,158,3,T:System.Xml.Serialization.XmlSerializer,,,,,var ser = new XmlSerializer(typeof(SiteSecurityConfig));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Settings\DasBlogSettings.cs,88,4,T:System.Uri,,,,,"return new Uri(new Uri(GetBaseUrl()), relative).AbsoluteUri;"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Settings\DasBlogSettings.cs,88,4,M:System.Uri.#ctor(System.String),,,,,"return new Uri(new Uri(GetBaseUrl()), relative).AbsoluteUri;"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Settings\DasBlogSettings.cs,88,4,T:System.Uri,,,,,"return new Uri(new Uri(GetBaseUrl()), relative).AbsoluteUri;"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Settings\DasBlogSettings.cs,88,4,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"return new Uri(new Uri(GetBaseUrl()), relative).AbsoluteUri;"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Settings\DasBlogSettings.cs,88,4,P:System.Uri.AbsoluteUri,,,,,"return new Uri(new Uri(GetBaseUrl()), relative).AbsoluteUri;"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Settings\DasBlogSettings.cs,76,4,T:System.Uri,,,,,return new Uri(SiteConfiguration.Root).AbsoluteUri;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Settings\DasBlogSettings.cs,76,4,M:System.Uri.#ctor(System.String),,,,,return new Uri(SiteConfiguration.Root).AbsoluteUri;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Settings\DasBlogSettings.cs,76,4,P:System.Uri.AbsoluteUri,,,,,return new Uri(SiteConfiguration.Root).AbsoluteUri;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Controllers\FeedController.cs,111,4,T:System.Xml.Serialization.XmlSerializer,,,,,var serializer = new XmlSerializer(typeof(AtomRoot));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Controllers\DasBlogController.cs,29,3,M:System.TimeSpan.FromMinutes(System.Double),,,,,return new MemoryCacheEntryOptions().SetSlidingExpiration(TimeSpan.FromMinutes(240));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\TagHelpers\Site\SiteSearchBoxTagHelper.cs,51,4,P:System.Uri.AbsoluteUri,,,,,actionUrl = myUri.AbsoluteUri;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\TagHelpers\Site\SiteSearchBoxTagHelper.cs,49,4,T:System.Uri,,,,,"var myUri = new Uri(baseUri, urlHelper.RouteUrl(Constants.SearcherRouteName));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\TagHelpers\Site\SiteSearchBoxTagHelper.cs,49,4,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"var myUri = new Uri(baseUri, urlHelper.RouteUrl(Constants.SearcherRouteName));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\TagHelpers\Site\SiteSearchBoxTagHelper.cs,48,4,T:System.Uri,,,,,var baseUri = new Uri(siteConfig.Root);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\TagHelpers\Site\SiteSearchBoxTagHelper.cs,48,4,M:System.Uri.#ctor(System.String),,,,,var baseUri = new Uri(siteConfig.Root);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlogServiceCollectionExtensions.cs,237,3,M:Microsoft.Extensions.DependencyInjection.RazorRuntimeCompilationMvcBuilderExtensions.AddRazorRuntimeCompilation(Microsoft.Extensions.DependencyInjection.IMvcBuilder),,,,,services  				.AddControllersWithViews()  				.AddRazorRuntimeCompilation();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlogServiceCollectionExtensions.cs,225,3,T:Microsoft.Extensions.DependencyInjection.ServiceCollectionExtensions,,,,,"services  				.AddAutoMapper((serviceProvider, mapperConfig) =>  				{  					mapperConfig.AddProfile(new ProfilePost(serviceProvider.GetService<IDasBlogSettings>()));  					mapperConfig.AddProfile(new ProfileDasBlogUser(serviceProvider.GetService<ISiteSecurityManager>()));  					mapperConfig.AddProfile(new ProfileSettings());  					mapperConfig.AddProfile(new ProfileActivityPub());  					mapperConfig.AddProfile(new ProfileStaticPage());  				}, Array.Empty<Assembly>())  				.AddMvc()  				.AddXmlSerializerFormatters();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlogServiceCollectionExtensions.cs,214,4,M:System.TimeSpan.FromSeconds(System.Double),,,,,options.IdleTimeout = TimeSpan.FromSeconds(1000);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlogServiceCollectionExtensions.cs,170,4,M:System.TimeSpan.FromSeconds(System.Double),,,,,options.ExpireTimeSpan = TimeSpan.FromSeconds(10000);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlogServiceCollectionExtensions.cs,166,3,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,"services.Configure<IdentityOptions>(configuration.GetSection(""IdentityOptions""));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlogServiceCollectionExtensions.cs,154,4,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"options.AllowedHosts = configuration.GetValue<string>(""AllowedHosts"")?.Split(';').ToList<string>();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlogServiceCollectionExtensions.cs,130,3,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,services.Configure<OEmbedProviders>(configuration);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlogServiceCollectionExtensions.cs,129,3,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,services.Configure<MetaTags>(configuration);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlogServiceCollectionExtensions.cs,128,3,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,services.Configure<SiteConfig>(configuration);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\DasBlogServiceCollectionExtensions.cs,127,3,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,services.Configure<TimeZoneProviderOptions>(configuration);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Program.cs,112,0,M:Microsoft.AspNetCore.Builder.ForwardedHeadersExtensions.UseForwardedHeaders(Microsoft.AspNetCore.Builder.IApplicationBuilder),,,,,app.UseForwardedHeaders();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Program.cs,99,1,P:System.Uri.AbsolutePath,,,,,basePath = rootUri.AbsolutePath;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Program.cs,98,1,T:System.Uri,,,,,var rootUri = new Uri(dasBlogSettings.SiteConfiguration.Root);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Program.cs,98,1,M:System.Uri.#ctor(System.String),,,,,var rootUri = new Uri(dasBlogSettings.SiteConfiguration.Root);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,DasBlog.Web\DasBlog.Web.csproj,File,DasBlog.Web\Program.cs,63,1,"M:Microsoft.AspNetCore.Builder.ExceptionHandlerExtensions.UseExceptionHandler(Microsoft.AspNetCore.Builder.IApplicationBuilder,System.String)",,,,,"app.UseExceptionHandler(""/home/error"");"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\DayExtra.cs,234,5,T:System.Xml.Serialization.XmlSerializer,,,,,"XmlSerializer ser = new XmlSerializer(typeof (DayExtra), Data.NamespaceURI);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\DayExtra.cs,203,5,T:System.Xml.Serialization.XmlSerializer,,,,,"XmlSerializer ser = new XmlSerializer(typeof (DayExtra), Data.NamespaceURI);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\DayEntry.cs,251,6,T:System.Xml.Serialization.XmlSerializer,,,,,"XmlSerializer ser = new XmlSerializer(typeof(DayEntry),Data.NamespaceURI);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\DayEntry.cs,203,6,T:System.Xml.Serialization.XmlSerializer,,,,,"XmlSerializer ser = new XmlSerializer(typeof(DayEntry),Data.NamespaceURI);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\BlogDataService.cs,409,24,T:System.Uri,,,,,"using (var response = httpClient.PostAsync(new Uri(trackbackUrl), content).ConfigureAwait(false).GetAwaiter().GetResult())                          {                              response.EnsureSuccessStatusCode();                          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\BlogDataService.cs,409,24,M:System.Uri.#ctor(System.String),,,,,"using (var response = httpClient.PostAsync(new Uri(trackbackUrl), content).ConfigureAwait(false).GetAwaiter().GetResult())                          {                              response.EnsureSuccessStatusCode();                          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\BlogDataService.cs,374,20,T:System.Uri,,,,,if (trackBacklink.Scheme == Uri.UriSchemeHttp)                          return trackBacklink.ToString();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\BlogDataService.cs,373,20,T:System.Uri,,,,,"Uri trackBacklink = new Uri(m.Groups[""url""].Value);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\BlogDataService.cs,373,20,M:System.Uri.#ctor(System.String),,,,,"Uri trackBacklink = new Uri(m.Groups[""url""].Value);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\Entry.cs,422,3,T:System.Xml.Serialization.XmlSerializer,,,,,"XmlSerializer ser = new XmlSerializer(typeof(Entry), Data.NamespaceURI);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\FileSystemBinaryDataService.cs,221,20,T:System.Uri,,,,,binaryRoot
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\FileSystemBinaryDataService.cs,163,12,T:System.Uri,,,,,"return new Uri(binaryRoot, relPath).ToString();"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\FileSystemBinaryDataService.cs,163,12,T:System.Uri,,,,,"return new Uri(binaryRoot, relPath).ToString();"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\FileSystemBinaryDataService.cs,163,12,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"return new Uri(binaryRoot, relPath).ToString();"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\FileSystemBinaryDataService.cs,159,3,T:System.Uri,,,,,"var relUri = new Uri( relPath, UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\FileSystemBinaryDataService.cs,159,3,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"var relUri = new Uri( relPath, UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\FileSystemBinaryDataService.cs,59,5,T:System.Uri,,,,,"internal FileSystemBinaryDataService(string contentLocation, Uri binaryRootUrl, ILoggingDataService loggingService, ICdnManager cdnManager)          {              // parameter validation              if (string.IsNullOrEmpty(contentLocation))              {                  throw new ArgumentException(""contentLocation must be specified."", ""contentLocation"");              }                if (!Path.IsPathRooted(contentLocation))              {                  throw new ArgumentException(""content location must be an absolute path."");              }                if (loggingService == null)              {                  throw new ArgumentNullException(""loggingService"");              }                if (binaryRootUrl == null )              {                  throw new ArgumentNullException(""binaryRootUrl"");              }                this.contentLocation = contentLocation;              this.loggingService = loggingService;              this.cdnManager = cdnManager;              this.binaryRoot = binaryRootUrl;          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\FileSystemBinaryDataService.cs,85,12,T:System.Uri,,,,,this.binaryRoot = binaryRootUrl;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\FileSystemBinaryDataService.cs,59,5,T:System.Uri,,,,,"internal FileSystemBinaryDataService(string contentLocation, Uri binaryRootUrl, ILoggingDataService loggingService, ICdnManager cdnManager)          {              // parameter validation              if (string.IsNullOrEmpty(contentLocation))              {                  throw new ArgumentException(""contentLocation must be specified."", ""contentLocation"");              }                if (!Path.IsPathRooted(contentLocation))              {                  throw new ArgumentException(""content location must be an absolute path."");              }                if (loggingService == null)              {                  throw new ArgumentNullException(""loggingService"");              }                if (binaryRootUrl == null )              {                  throw new ArgumentNullException(""binaryRootUrl"");              }                this.contentLocation = contentLocation;              this.loggingService = loggingService;              this.cdnManager = cdnManager;              this.binaryRoot = binaryRootUrl;          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\FileSystemBinaryDataService.cs,85,12,T:System.Uri,,,,,this.binaryRoot = binaryRootUrl;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\FileSystemBinaryDataService.cs,21,8,T:System.Uri,,,,,"public static IBinaryDataService GetService(string contentLocation, Uri rootUrl, ILoggingDataService loggingService, ICdnManager cdnManager)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\LoggingDataService.cs,494,5,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,lockObject.AcquireWriterLock(TimeSpan.FromMilliseconds(250));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\LoggingDataService.cs,445,5,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,lockObject.AcquireWriterLock(TimeSpan.FromMilliseconds(250));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\LoggingDataService.cs,333,4,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,lockObject.AcquireReaderLock(TimeSpan.FromMilliseconds(250));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\LoggingDataService.cs,214,5,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,param.LockObject.AcquireReaderLock(TimeSpan.FromMilliseconds(250));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,newtelligence.DasBlog.Runtime\newtelligence.DasBlog.Runtime.csproj,File,newtelligence.DasBlog.Runtime\CommentFile.cs,77,4,T:System.Xml.Serialization.XmlSerializer,,,,,XmlSerializer x = new XmlSerializer(typeof(DayExtra));
